Fecha;Cum;Cambios
"2025-09-19 19:30:52";"56619-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-09-12,"
"2025-09-19 19:30:58";"55839-1";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-09-19 19:30:58";"55839-2";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-09-19 19:30:58";"55839-3";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-09-19 19:30:58";"55823-1";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 1900-01-01,"
"2025-09-19 19:30:58";"55823-2";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 1900-01-01,"
"2025-09-19 19:30:58";"55823-3";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 1900-01-01,"
"2025-09-19 19:31:48";"52271-1";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-09-19 19:32:30";"49314-1";" Estado Registro Invima a Vigente,"
"2025-09-19 19:32:37";"48568-3";" Estado a Inactivo,"
"2025-09-19 19:32:37";"48568-5";" Estado a Inactivo,"
"2025-09-19 19:32:37";"48568-6";" Estado a Inactivo,"
"2025-09-19 19:32:45";"47615-1";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
"2025-09-19 19:32:45";"47615-2";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
"2025-09-19 19:32:45";"47615-3";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
"2025-09-19 19:32:45";"47615-4";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
"2025-09-19 19:32:45";"47615-5";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
"2025-09-19 19:32:45";"47615-6";" Estado Registro Invima a Temp. no comercializado - En Tramite Renov,"
