Fecha;Cum;Cambios
"2023-10-23 22:26:09";"51135-8";" Nombre Comercial a ALERCET% SOLUCION,"
"2023-10-23 22:26:09";"51135-11";" Nombre Comercial a ALERCET% SOLUCION,"
"2023-10-23 22:26:09";"51135-12";" Nombre Comercial a ALERCET% SOLUCION,"
"2023-10-23 22:26:09";"51133-2";" Nombre Comercial a LORISTAT% JARABE 0.1%,"
"2023-10-23 22:26:12";"50941-1";" Nombre Comercial a QUIMAR% GOTAS PEDIATRICAS,"
"2023-10-23 22:26:13";"50889-1";" Nombre Comercial a MUCOSOLVAN% PEDIATRICO JARABE 15 MG/5 ML,"
"2023-10-23 22:26:14";"50806-3";" Nombre Comercial a ZYRTEC%,"
"2023-10-23 22:26:14";"50806-5";" Nombre Comercial a ZYRTEC%,"
"2023-10-23 22:26:14";"50806-6";" Nombre Comercial a ZYRTEC%,"
"2023-10-23 22:26:14";"50786-1";" Nombre Comercial a DUPHALAC% SOLUCION ORAL ,"
"2023-10-23 22:26:14";"50786-2";" Nombre Comercial a DUPHALAC% SOLUCION ORAL ,"
"2023-10-23 22:26:14";"50786-3";" Nombre Comercial a DUPHALAC% SOLUCION ORAL ,"
"2023-10-23 22:26:14";"50786-4";" Nombre Comercial a DUPHALAC% SOLUCION ORAL ,"
"2023-10-23 22:26:14";"50786-5";" Nombre Comercial a DUPHALAC% SOLUCION ORAL ,"
"2023-10-23 22:26:14";"50786-7";" Nombre Comercial a DUPHALAC% SOLUCION ORAL ,"
"2023-10-23 22:26:14";"50786-8";" Nombre Comercial a DUPHALAC% SOLUCION ORAL ,"
"2023-10-23 22:26:14";"50786-9";" Nombre Comercial a DUPHALAC% SOLUCION ORAL ,"
"2023-10-23 22:26:14";"50786-10";" Nombre Comercial a DUPHALAC% SOLUCION ORAL ,"
"2023-10-23 22:26:14";"50786-14";" Nombre Comercial a DUPHALAC% SOLUCION ORAL ,"
"2023-10-23 22:26:16";"50767-1";" Nombre Comercial a AZACTAM % 1 G,"
"2023-10-23 22:26:17";"50709-2";" Nombre Comercial a ROXICAINA% ATOMIZADOR,"
"2023-10-23 22:26:17";"50709-4";" Nombre Comercial a ROXICAINA% ATOMIZADOR,"
"2023-10-23 22:26:20";"50436-1";" Nombre Comercial a BAYRO% I.M. SOLUCION AL 50% / 2ML,"
"2023-10-23 22:26:20";"50436-3";" Nombre Comercial a BAYRO% I.M. SOLUCION AL 50% / 2ML,"
"2023-10-23 22:26:21";"50400-1";" Nombre Comercial a CORICIDIN% GOTAS PEDIATRICAS CON ACETAMINOFEN,"
"2023-10-23 22:26:22";"50346-1";" Nombre Comercial a VASTEN% 10 MG,"
"2023-10-23 22:26:22";"50346-5";" Nombre Comercial a VASTEN% 10 MG,"
"2023-10-23 22:26:22";"50346-6";" Nombre Comercial a VASTEN% 10 MG,"
"2023-10-23 22:26:22";"50346-7";" Nombre Comercial a VASTEN% 10 MG,"
"2023-10-23 22:26:22";"50346-8";" Nombre Comercial a VASTEN% 10 MG,"
"2023-10-23 22:26:22";"50346-9";" Nombre Comercial a VASTEN% 10 MG,"
"2023-10-23 22:26:22";"50346-10";" Nombre Comercial a VASTEN% 10 MG,"
"2023-10-23 22:26:22";"50346-11";" Nombre Comercial a VASTEN% 10 MG,"
"2023-10-23 22:26:22";"50345-1";" Nombre Comercial a VASTEN% 5 MG,"
"2023-10-23 22:26:22";"50345-3";" Nombre Comercial a VASTEN% 5 MG,"
"2023-10-23 22:26:22";"50345-11";" Nombre Comercial a VASTEN% 5 MG,"
"2023-10-23 22:26:22";"50345-12";" Nombre Comercial a VASTEN% 5 MG,"
"2023-10-23 22:26:22";"50345-13";" Nombre Comercial a VASTEN% 5 MG,"
"2023-10-23 22:26:22";"50345-15";" Nombre Comercial a VASTEN% 5 MG,"
"2023-10-23 22:26:22";"50345-17";" Nombre Comercial a VASTEN% 5 MG,"
"2023-10-23 22:26:22";"50345-18";" Nombre Comercial a VASTEN% 5 MG,"
"2023-10-23 22:26:22";"50345-19";" Nombre Comercial a VASTEN% 5 MG,"
"2023-10-23 22:26:22";"50345-20";" Nombre Comercial a VASTEN% 5 MG,"
"2023-10-23 22:26:22";"50345-21";" Nombre Comercial a VASTEN% 5 MG,"
"2023-10-23 22:26:22";"50345-22";" Nombre Comercial a VASTEN% 5 MG,"
"2023-10-23 22:26:23";"50248-1";" Nombre Comercial a DERMATIC%,"
"2023-10-23 22:26:26";"49903-1";" Nombre Comercial a SCANDONEST% 3% SIN VASOCONSTRICTOR,"
"2023-10-23 22:26:26";"49884-2";" Nombre Comercial a HYALGAN % 20 MG/2 ML SOLUCION INYECTABLE ,"
"2023-10-23 22:26:27";"49703-1";" Nombre Comercial a DECAMIL B12% INYECTABLE.,"
"2023-10-23 22:26:27";"49679-1";" Nombre Comercial a CETIRAX% 10 MG,"
"2023-10-23 22:26:27";"49679-2";" Nombre Comercial a CETIRAX% 10 MG,"
"2023-10-23 22:26:27";"49679-3";" Nombre Comercial a CETIRAX% 10 MG,"
"2023-10-23 22:26:27";"49679-4";" Nombre Comercial a CETIRAX% 10 MG,"
"2023-10-23 22:26:28";"49664-1";" Nombre Comercial a ALDACTONE% TABLETAS 25 MG,"
"2023-10-23 22:26:28";"49664-2";" Nombre Comercial a ALDACTONE% TABLETAS 25 MG,"
"2023-10-23 22:26:28";"49664-3";" Nombre Comercial a ALDACTONE% TABLETAS 25 MG,"
"2023-10-23 22:26:28";"49664-4";" Nombre Comercial a ALDACTONE% TABLETAS 25 MG,"
"2023-10-23 22:26:28";"49664-5";" Nombre Comercial a ALDACTONE% TABLETAS 25 MG,"
"2023-10-23 22:26:28";"49664-6";" Nombre Comercial a ALDACTONE% TABLETAS 25 MG,"
"2023-10-23 22:26:28";"49664-14";" Nombre Comercial a ALDACTONE% TABLETAS 25 MG,"
"2023-10-23 22:26:30";"49590-1";" Nombre Comercial a PRITENZOL% CAPSULAS,"
"2023-10-23 22:26:30";"49590-3";" Nombre Comercial a PRITENZOL% CAPSULAS,"
"2023-10-23 22:26:31";"49586-3";" Nombre Comercial a DERMODINA% LOCION    ,"
"2023-10-23 22:26:33";"49449-1";" Nombre Comercial a ALDOMET% 500 MG,"
"2023-10-23 22:26:33";"49449-2";" Nombre Comercial a ALDOMET% 500 MG,"
"2023-10-23 22:26:34";"49314-1";" Nombre Comercial a MENODIN%,"
"2023-10-23 22:26:34";"49311-1";" Nombre Comercial a CUTAMYCON% SOLUCION TOPICA,"
"2023-10-23 22:26:34";"49309-3";" Nombre Comercial a TRIGENTAX% CREMA,"
"2023-10-23 22:26:34";"49309-4";" Nombre Comercial a TRIGENTAX% CREMA,"
"2023-10-23 22:26:34";"49309-1";" Nombre Comercial a TRIGENTAX% CREMA,"
"2023-10-23 22:26:38";"49090-1";" Nombre Comercial a RISPERDAL% TABLETAS 1 MG,"
"2023-10-23 22:26:38";"49090-6";" Nombre Comercial a RISPERDAL% TABLETAS 1 MG,"
"2023-10-23 22:26:38";"49090-3";" Nombre Comercial a RISPERDAL% TABLETAS 1 MG,"
"2023-10-23 22:26:39";"48902-2";" Nombre Comercial a ANDROCUR %  TABLETAS,"
"2023-10-23 22:26:39";"48898-1";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-2";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-3";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-4";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-5";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-6";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-7";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-8";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-9";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-10";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-11";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-21";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-22";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:39";"48898-23";" Nombre Comercial a PARKEN% 25/100MG  TABLETAS,"
"2023-10-23 22:26:40";"48831-1";" Nombre Comercial a CIPRO % 750 COMPRIMIDOS ,"
"2023-10-23 22:26:43";"48561-1";" Nombre Comercial a BATEN% 150 MG CAPSULAS,"
"2023-10-23 22:26:43";"48561-2";" Nombre Comercial a BATEN% 150 MG CAPSULAS,"
"2023-10-23 22:26:43";"48561-3";" Nombre Comercial a BATEN% 150 MG CAPSULAS,"
"2023-10-23 22:26:43";"48561-4";" Nombre Comercial a BATEN% 150 MG CAPSULAS,"
"2023-10-23 22:26:43";"48561-7";" Nombre Comercial a BATEN% 150 MG CAPSULAS,"
"2023-10-23 22:26:43";"48561-8";" Nombre Comercial a BATEN% 150 MG CAPSULAS,"
"2023-10-23 22:26:43";"48561-9";" Nombre Comercial a BATEN% 150 MG CAPSULAS,"
"2023-10-23 22:26:43";"48561-10";" Nombre Comercial a BATEN% 150 MG CAPSULAS,"
"2023-10-23 22:26:44";"48539-1";" Nombre Comercial a TEOLIXIR % ELIXIR,"
"2023-10-23 22:26:45";"48397-1";" Nombre Comercial a EUROCLIN%  V CREMA VAGINAL,"
"2023-10-23 22:26:45";"48397-2";" Nombre Comercial a EUROCLIN%  V CREMA VAGINAL,"
"2023-10-23 22:26:46";"48062-3";" Nombre Comercial a AMDIPIN% COMPRIMIDOS 5 MG,"
"2023-10-23 22:26:46";"48062-4";" Nombre Comercial a AMDIPIN% COMPRIMIDOS 5 MG,"
"2023-10-23 22:26:46";"48062-5";" Nombre Comercial a AMDIPIN% COMPRIMIDOS 5 MG,"
"2023-10-23 22:26:46";"48062-6";" Nombre Comercial a AMDIPIN% COMPRIMIDOS 5 MG,"
"2023-10-23 22:26:46";"48062-7";" Nombre Comercial a AMDIPIN% COMPRIMIDOS 5 MG,"
"2023-10-23 22:26:46";"48062-8";" Nombre Comercial a AMDIPIN% COMPRIMIDOS 5 MG,"
"2023-10-23 22:26:46";"48062-9";" Nombre Comercial a AMDIPIN% COMPRIMIDOS 5 MG,"
"2023-10-23 22:26:46";"48062-10";" Nombre Comercial a AMDIPIN% COMPRIMIDOS 5 MG,"
"2023-10-23 22:26:53";"47458-3";" Nombre Comercial a PARKEN% 25/250 MG TABLETAS,"
"2023-10-23 22:26:53";"47458-4";" Nombre Comercial a PARKEN% 25/250 MG TABLETAS,"
"2023-10-23 22:26:53";"47458-5";" Nombre Comercial a PARKEN% 25/250 MG TABLETAS,"
"2023-10-23 22:26:53";"47458-6";" Nombre Comercial a PARKEN% 25/250 MG TABLETAS,"
"2023-10-23 22:26:53";"47458-7";" Nombre Comercial a PARKEN% 25/250 MG TABLETAS,"
"2023-10-23 22:26:53";"47458-8";" Nombre Comercial a PARKEN% 25/250 MG TABLETAS,"
"2023-10-23 22:26:53";"47458-9";" Nombre Comercial a PARKEN% 25/250 MG TABLETAS,"
"2023-10-23 22:26:53";"47458-10";" Nombre Comercial a PARKEN% 25/250 MG TABLETAS,"
"2023-10-23 22:26:53";"47458-11";" Nombre Comercial a PARKEN% 25/250 MG TABLETAS,"
"2023-10-23 22:26:53";"47458-12";" Nombre Comercial a PARKEN% 25/250 MG TABLETAS,"
"2023-10-23 22:26:53";"47458-13";" Nombre Comercial a PARKEN% 25/250 MG TABLETAS,"
"2023-10-23 22:26:53";"47414-1";" Nombre Comercial a METICOM% CAPSULAS,"
"2023-10-23 22:26:53";"47414-5";" Nombre Comercial a METICOM% CAPSULAS,"
