Fecha;Cum;Cambios
"2025-10-19 19:30:09";"9444-2";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-10-19 19:30:15";"7174-1";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-10-19 19:30:15";"7174-2";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-10-19 19:30:24";"60031-2";" Embalaje a CAJA DE CARTON CON UN TUBO DE ALUMINIO COLAPSIBLE POR 30 g CUBIERTO INTERNAMENTE CON UNA RESINA EPOXI-PHENOLIC Y TAPONES DE ROSCA DE POLIPROPILENO BLANCO.,"
"2025-10-19 19:30:39";"58502-2";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-10-19 19:30:58";"55823-1";" Estado a Inactivo, Estado Registro Invima a Vencido,"
"2025-10-19 19:30:58";"55823-2";" Estado a Inactivo, Estado Registro Invima a Vencido,"
"2025-10-19 19:30:58";"55823-3";" Estado a Inactivo, Estado Registro Invima a Vencido,"
"2025-10-19 19:31:16";"54333-2";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-10-19 19:31:16";"54333-3";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-10-19 19:31:29";"53157-1";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-10-19 19:31:29";"53157-2";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-10-19 19:31:29";"53157-3";" Estado Registro Invima a Temp. no comerc - Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-10-19 19:31:55";"51715-2";" Estado a Inactivo,"
"2025-10-19 19:32:12";"50589-1";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-10-19 19:32:12";"50589-2";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-10-19 19:32:12";"50589-3";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-10-19 19:32:12";"50589-4";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-10-19 19:32:13";"50589-5";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-10-19 19:32:13";"50589-6";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-10-19 19:32:13";"50589-7";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-10-19 19:32:13";"50589-8";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-10-19 19:32:13";"50589-9";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-10-19 19:32:13";"50589-41";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-10-19 19:32:13";"50589-42";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
