Fecha;Cum;Cambios
"2025-08-19 19:30:09";"9444-2";" Estado a Inactivo, Estado Registro Invima a Vencido,Fecha Vencimiento Invima a 1900-01-01,"
"2025-08-19 19:30:19";"6411-1";" Estado a Inactivo,"
"2025-08-19 19:30:19";"6411-3";" Estado a Inactivo,"
"2025-08-19 19:30:19";"6411-5";" Estado a Inactivo,"
"2025-08-19 19:31:14";"55499-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-21,"
"2025-08-19 19:31:14";"55499-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-21,"
"2025-08-19 19:31:14";"55499-3";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-21,"
"2025-08-19 19:31:14";"55499-4";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-21,"
"2025-08-19 19:31:14";"55499-5";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-21,"
"2025-08-19 19:31:14";"55499-6";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-21,"
"2025-08-19 19:31:14";"55499-7";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-21,"
"2025-08-19 19:31:14";"55499-8";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-21,"
"2025-08-19 19:32:33";"51715-2";" Estado a Inactivo,"
"2025-08-19 19:32:48";"51064-1";" Estado a Inactivo,"
"2025-08-19 19:33:35";"47458-9";" Estado a Inactivo,"
"2025-08-19 19:33:36";"47414-5";" Estado a Inactivo,"
"2025-08-19 19:33:36";"47414-6";" Estado a Inactivo,"
"2025-08-19 19:33:36";"47414-7";" Estado a Inactivo,"
"2025-08-19 19:33:36";"47414-8";" Estado a Inactivo,"
"2025-08-19 19:33:36";"47414-10";" Estado a Inactivo,"
"2025-08-19 19:33:59";"45777-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-22,"
"2025-08-19 19:33:59";"45777-5";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-22,"
"2025-08-19 19:34:35";"42695-1";" Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-22,"
"2025-08-19 19:34:44";"41589-1";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-08-19 19:34:44";"41589-6";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-08-19 19:34:44";"41589-2";"Fecha Vencimiento Invima a 3000-01-01,"
"2025-08-19 19:34:49";"41255-2";" Forma Farmaceutica a TABLETA,"
"2025-08-19 19:34:49";"41255-1";" Forma Farmaceutica a TABLETA,"
"2025-08-19 19:35:53";"38292-1";" Registo_Invima a INVIMA 2018MBT-012368-R3,"
"2025-08-19 19:35:56";"37919-1";" Forma Farmaceutica a ,"
"2025-08-19 19:36:10";"37247-1";" Estado a Inactivo, Estado Registro Invima a Vencido,Fecha Vencimiento Invima a 1900-01-01,"
"2025-08-19 19:36:10";"37247-3";" Estado a Inactivo, Estado Registro Invima a Vencido,Fecha Vencimiento Invima a 1900-01-01,"
"2025-08-19 19:36:30";"36258-1";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-22,"
"2025-08-19 19:36:30";"36258-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-22,"
"2025-08-19 19:36:30";"36258-3";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-22,"
"2025-08-19 19:36:30";"36258-4";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-22,"
"2025-08-19 19:36:30";"36258-5";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-22,"
"2025-08-19 19:39:19";"25297-2";" Estado a Inactivo, Estado Registro Invima a Perdida Fuerza Ejec,Fecha Vencimiento Invima a 2030-08-22,"
"2025-08-19 19:39:34";"24032-1";" Principio Activo a ACETAMINOFEN DC 90 % 361,111 MG EQUIVALENTE  ACETAMINOFEN/ CODEINA FOSFATO HEMIDRATO 30,679 MG EQUIVALENTE CODEINA FOSFATO,"
"2025-08-19 19:39:34";"24032-2";" Principio Activo a ACETAMINOFEN DC 90 % 361,111 MG EQUIVALENTE  ACETAMINOFEN/ CODEINA FOSFATO HEMIDRATO 30,679 MG EQUIVALENTE CODEINA FOSFATO,"
"2025-08-19 19:39:34";"24032-11";" Principio Activo a ACETAMINOFEN DC 90 % 361,111 MG EQUIVALENTE  ACETAMINOFEN/ CODEINA FOSFATO HEMIDRATO 30,679 MG EQUIVALENTE CODEINA FOSFATO,"
"2025-08-19 19:39:34";"24032-6";" Principio Activo a ACETAMINOFEN DC 90 % 361,111 MG EQUIVALENTE  ACETAMINOFEN/ CODEINA FOSFATO HEMIDRATO 30,679 MG EQUIVALENTE CODEINA FOSFATO,"
"2025-08-19 19:39:35";"23947-1";" Estado a Inactivo,"
"2025-08-19 19:39:35";"23947-2";" Estado a Inactivo,"
"2025-08-19 19:40:02";"229986-1";" Estado Registro Invima a Desistido,"
"2025-08-19 19:40:02";"229986-2";" Estado Registro Invima a Desistido,"
"2025-08-19 19:40:02";"229986-3";" Estado Registro Invima a Desistido,"
"2025-08-19 19:40:02";"229986-4";" Estado Registro Invima a Desistido,"
