Fecha;Cum;Cambios
"2025-06-19 19:30:16";"8359-1";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:30:24";"60042-1";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:30:34";"58931-1";" Estado a Inactivo,Fecha Vencimiento Invima a 2025-06-03,"
"2025-06-19 19:30:35";"58930-1";"Fecha Vencimiento Invima a 2025-06-03,"
"2025-06-19 19:30:35";"58930-2";"Fecha Vencimiento Invima a 2025-06-03,"
"2025-06-19 19:30:36";"58929-1";" Estado a Inactivo,Fecha Vencimiento Invima a 2025-06-03,"
"2025-06-19 19:30:39";"58682-1";" Estado a Inactivo,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:30:58";"55894-14";" Estado Registro Invima a Vigente, Principio Activo a AMLODIPINO BESILATO  EQUIVALENTE A AMLODIPINO BASE, GRUPO FARMACOLOGICO a BLOQUEANTES DE CANALES DE CALCIO, Sistema Organico a SISTEMA CARDIOVASCULAR,"
"2025-06-19 19:31:11";"54895-1";" Estado Registro Invima a Desistido,"
"2025-06-19 19:31:11";"54895-3";" Estado Registro Invima a Desistido,"
"2025-06-19 19:31:11";"54895-4";" Estado Registro Invima a Desistido,"
"2025-06-19 19:31:24";"53560-3";" Principio Activo a ACETAMINOFEN  COMPRESION DIRECTA AL 90% 555,56 MG; EQUIVALENTE A ACETAMINOFEN,"
"2025-06-19 19:31:24";"53560-4";" Principio Activo a ACETAMINOFEN  COMPRESION DIRECTA AL 90% 555,56 MG; EQUIVALENTE A ACETAMINOFEN,"
"2025-06-19 19:31:24";"53560-5";" Principio Activo a ACETAMINOFEN  COMPRESION DIRECTA AL 90% 555,56 MG; EQUIVALENTE A ACETAMINOFEN,"
"2025-06-19 19:31:24";"53560-11";" Principio Activo a ACETAMINOFEN  COMPRESION DIRECTA AL 90% 555,56 MG; EQUIVALENTE A ACETAMINOFEN,"
"2025-06-19 19:31:24";"53560-12";" Principio Activo a ACETAMINOFEN  COMPRESION DIRECTA AL 90% 555,56 MG; EQUIVALENTE A ACETAMINOFEN,"
"2025-06-19 19:31:24";"53560-13";" Principio Activo a ACETAMINOFEN  COMPRESION DIRECTA AL 90% 555,56 MG; EQUIVALENTE A ACETAMINOFEN,"
"2025-06-19 19:31:24";"53560-14";" Principio Activo a ACETAMINOFEN  COMPRESION DIRECTA AL 90% 555,56 MG; EQUIVALENTE A ACETAMINOFEN,"
"2025-06-19 19:31:25";"53512-1";" Estado a Inactivo,Fecha Vencimiento Invima a 2025-06-03,"
"2025-06-19 19:31:26";"53394-2";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:31:29";"53314-1";"Fecha Vencimiento Invima a 3000-01-01, Registo_Invima a INVIMA 2017MB-003905-R2,"
"2025-06-19 19:31:29";"53314-2";"Fecha Vencimiento Invima a 3000-01-01, Registo_Invima a INVIMA 2017MB-003905-R2,"
"2025-06-19 19:31:29";"53314-4";"Fecha Vencimiento Invima a 3000-01-01, Registo_Invima a INVIMA 2017MB-003905-R2,"
"2025-06-19 19:31:29";"53314-5";"Fecha Vencimiento Invima a 3000-01-01, Registo_Invima a INVIMA 2017MB-003905-R2,"
"2025-06-19 19:32:00";"51612-1";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:32:28";"49586-3";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-01-01,"
"2025-06-19 19:32:48";"47458-9";" Estado a Inactivo,"
"2025-06-19 19:32:51";"47155-3";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:32:51";"47155-6";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:32:52";"47108-1";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:33:00";"46266-1";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:33:00";"46266-2";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:33:01";"46265-1";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:33:01";"46264-1";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:33:01";"46263-1";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:33:02";"46262-1";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:33:04";"46041-1";" Estado Registro Invima a Vigente, Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:33:04";"46041-2";" Estado Registro Invima a Vigente, Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:33:23";"43910-3";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:33:35";"42938-1";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:33:35";"42938-3";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:33:35";"42938-4";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:33:35";"42938-5";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:33:35";"42938-6";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:33:40";"42722-23";" Embalaje a Generico: Caja por 300 tabletas en blister de Aluminio/PVC/PE/PVDC Amarillo con 10 blister por 30 tabletas cada uno ., Estado Registro Invima a Vigente, Nombre Comercial a TIROXIN% 100 MCG TABLETAS, GRUPO FARMACOLOGICO a TERAPIA TIROIDEA, Sistema Organico a PREPARADOS HORMONALES SISTEMICOS, Forma Farmaceutica a TABLETAS CON O SIN RECUBR. QUE NO MODIFIQUEN LIBERACION FARMACO,"
"2025-06-19 19:33:47";"42034-1";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:34:12";"40368-1";" Estado a Inactivo,Fecha Vencimiento Invima a 2025-06-03,"
"2025-06-19 19:34:12";"40368-2";" Estado a Inactivo,Fecha Vencimiento Invima a 2025-06-03,"
"2025-06-19 19:34:12";"40368-3";" Estado a Inactivo,Fecha Vencimiento Invima a 2025-06-03,"
"2025-06-19 19:34:12";"40368-4";" Estado a Inactivo,Fecha Vencimiento Invima a 2025-06-03,"
"2025-06-19 19:34:12";"40368-5";" Estado a Inactivo,Fecha Vencimiento Invima a 2025-06-03,"
"2025-06-19 19:34:24";"39916-1";" Principio Activo a CIPROFLOXACINO DC GRANULOS 65% 770MG EQUIVALENTE A CIPROFLOXACINO BASE,"
"2025-06-19 19:34:24";"39916-3";" Principio Activo a CIPROFLOXACINO DC GRANULOS 65% 770MG EQUIVALENTE A CIPROFLOXACINO BASE,"
"2025-06-19 19:34:24";"39844-1";" Estado a Activo,"
"2025-06-19 19:34:24";"39844-5";" Estado a Activo,"
"2025-06-19 19:34:24";"39844-6";" Estado a Activo,"
"2025-06-19 19:34:24";"39844-7";" Estado a Activo,"
"2025-06-19 19:34:32";"39172-1";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:34:37";"38995-2";" Principio Activo a BUPIVACAINA CLORHIDRATO MONOHIDRATO 21,120 MG COMO BUPIVACAINA CLORHIDRATO/ DEXTROSA ANHIDRA - GLUCOSA  ANHIDRA,"
"2025-06-19 19:34:37";"38995-3";" Principio Activo a BUPIVACAINA CLORHIDRATO MONOHIDRATO 21,120 MG COMO BUPIVACAINA CLORHIDRATO/ DEXTROSA ANHIDRA - GLUCOSA  ANHIDRA,"
"2025-06-19 19:34:37";"38995-4";" Principio Activo a BUPIVACAINA CLORHIDRATO MONOHIDRATO 21,120 MG COMO BUPIVACAINA CLORHIDRATO/ DEXTROSA ANHIDRA - GLUCOSA  ANHIDRA,"
"2025-06-19 19:34:37";"38995-5";" Principio Activo a BUPIVACAINA CLORHIDRATO MONOHIDRATO 21,120 MG COMO BUPIVACAINA CLORHIDRATO/ DEXTROSA ANHIDRA - GLUCOSA  ANHIDRA,"
"2025-06-19 19:34:37";"38995-6";" Principio Activo a BUPIVACAINA CLORHIDRATO MONOHIDRATO 21,120 MG COMO BUPIVACAINA CLORHIDRATO/ DEXTROSA ANHIDRA - GLUCOSA  ANHIDRA,"
"2025-06-19 19:34:37";"38995-9";" Principio Activo a BUPIVACAINA CLORHIDRATO MONOHIDRATO 21,120 MG COMO BUPIVACAINA CLORHIDRATO/ DEXTROSA ANHIDRA - GLUCOSA  ANHIDRA,"
"2025-06-19 19:34:37";"38991-2";" Estado Registro Invima a Temp. no comerc - Vigente,"
"2025-06-19 19:34:37";"38991-1";" Estado Registro Invima a Temp. no comerc - Vigente,"
"2025-06-19 19:34:39";"38893-1";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:34:39";"38893-3";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:34:39";"38893-4";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:34:39";"38893-5";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:34:39";"38893-6";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:34:39";"38893-7";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:34:39";"38893-8";" Estado Registro Invima a Vigente,Fecha Vencimiento Invima a 3000-12-31,"
"2025-06-19 19:35:00";"37919-1";" Forma Farmaceutica a ,"
"2025-06-19 19:35:52";"35448-4";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:35:52";"35448-5";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:35:52";"35448-6";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:35:52";"35442-1";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:35:52";"35442-2";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
"2025-06-19 19:35:52";"35442-3";" Sistema Organico a AGENTES ANTINEOPLASICOS E INMUNOMODULADORES,"
